transaction_id,amount,customer_age,account_age_days,transactions_24h,avg_transaction_amount,failed_transactions_24h,refund_count_30d,chargeback_count,device_changes_7d,ip_changes_24h,location_change,account_velocity,merchant_category,hour,is_weekend,label
TX104483,1907.2,19,800,4,596.88,0,0,0,0,0,0,0.4,Grocery,10,1,0
TX119090,260.46,31,893,4,1343.09,0,1,0,0,0,0,0.4,Fashion,23,1,0
TX114757,486.37,47,667,4,664.0,0,0,0,0,1,0,0.4,Services,12,0,0
TX117528,1577.88,32,957,4,1087.23,0,0,0,1,0,0,0.4,Grocery,2,0,0
TX118651,563.06,27,859,3,1031.32,1,0,0,1,0,0,0.3,Fashion,6,0,0
TX100093,790.24,33,1965,6,1554.99,0,1,0,0,1,0,0.6,Travel,3,0,0
TX115246,1583.72,64,939,4,771.61,0,0,0,0,0,0,0.4,Grocery,23,1,0
TX119890,2269.9,59,969,2,2375.5,0,0,0,0,1,0,0.2,Food,11,1,0
TX111398,1055.6,18,416,4,1604.05,2,1,0,2,0,0,0.4,Grocery,9,0,0
TX118969,492.58,54,305,4,760.15,0,1,0,1,0,0,0.4,Food,13,0,0
TX101496,8617.1,40,558,4,2117.97,0,0,0,0,0,0,0.4,Food,22,0,0
TX107793,699.1,40,397,4,1400.08,0,0,0,0,0,0,0.4,Fashion,20,0,0
TX117729,941.64,54,1657,1,544.66,0,0,0,0,2,0,0.1,Services,19,0,0
TX100552,3525.52,25,824,3,1098.41,0,1,0,0,2,0,0.3,Fashion,11,0,0
TX112245,20852.86,61,462,6,450.18,0,2,0,0,0,0,0.6,Fashion,13,0,1
TX116089,179.96,18,1163,2,1897.66,0,0,1,0,0,0,0.2,Electronics,8,1,0
TX110236,3503.45,18,1060,5,2253.99,0,0,0,0,0,0,0.5,Travel,1,0,0
TX110441,638.03,27,1198,5,126.67,0,0,0,1,0,0,0.5,Grocery,17,0,0
TX114542,1140.13,55,816,5,412.1,1,2,1,0,2,0,0.5,Services,23,0,1
TX101898,1921.61,42,964,4,2621.98,0,0,0,1,0,0,0.4,Grocery,4,1,0
TX115742,2030.48,61,1513,5,441.35,0,0,0,0,0,0,0.5,Food,0,0,0
TX109058,249.08,28,1940,5,456.17,0,0,0,0,0,0,0.5,Fashion,18,0,0
TX112669,216.52,30,1004,3,341.39,1,0,0,0,0,0,0.3,Grocery,14,0,0
TX106579,182.53,60,962,3,514.97,1,0,0,1,0,0,0.3,Travel,22,0,0
TX110306,1112.87,47,1512,3,1179.37,0,1,0,1,0,0,0.3,Electronics,20,1,0
TX114481,371.61,40,889,4,351.62,1,0,0,1,0,0,0.4,Food,5,1,0
TX104532,1809.55,62,785,3,904.33,0,0,0,1,0,0,0.3,Grocery,11,0,0
TX111855,107.19,58,1713,5,419.9,0,0,0,1,0,0,0.5,Fashion,22,0,0
TX118773,614.09,48,762,3,636.48,1,1,0,0,0,0,0.3,Electronics,11,0,0
TX109232,1174.86,64,1584,5,766.39,1,0,0,2,0,0,0.5,Electronics,13,0,0
TX102673,639.8,32,584,3,364.71,0,0,0,0,2,0,0.3,Gaming,20,1,0
TX108756,666.93,45,1496,3,298.6,1,0,0,0,0,0,0.3,Gaming,0,0,0
TX108523,397.03,59,379,6,3535.9,1,0,0,0,0,0,0.6,Grocery,14,0,0
TX106853,195.24,20,39,4,3762.99,1,0,0,1,0,0,0.4,Services,18,0,0
TX110722,1125.73,55,51,7,347.89,1,0,0,0,0,0,0.7,Electronics,0,0,0
TX118318,496.97,34,435,1,827.26,1,0,0,0,1,0,0.1,Grocery,20,0,0
TX100141,4052.72,48,1323,4,684.55,1,0,0,1,0,0,0.4,Services,13,0,0
TX114796,2986.54,30,763,7,863.07,1,1,0,0,0,0,0.7,Grocery,13,1,0
TX117439,267.02,57,845,8,973.94,0,0,0,0,1,0,0.8,Electronics,21,1,0
TX105027,706.09,47,438,4,820.37,1,0,0,0,1,0,0.4,Services,13,0,0
TX111815,2217.12,57,1672,2,1042.83,1,0,0,1,0,0,0.2,Gaming,12,0,0
TX111469,1239.83,55,1473,4,289.49,0,0,0,0,1,0,0.4,Gaming,3,0,0
TX107491,505.63,27,924,4,220.52,1,0,1,0,0,0,0.4,Grocery,20,1,0
TX117385,647.45,32,104,4,1366.0,0,1,0,0,0,0,0.4,Travel,1,1,0
TX101635,732.42,60,718,3,292.17,0,0,0,0,0,0,0.3,Food,6,1,0
TX107134,742.18,60,1949,2,434.85,0,1,0,1,1,0,0.2,Fashion,7,0,0
TX103851,1796.61,55,1984,5,714.9,1,0,0,0,0,0,0.5,Services,17,0,0
TX103602,8516.94,45,668,2,1528.99,1,0,0,0,0,0,0.2,Grocery,20,0,0
TX104894,378.33,33,1071,6,1765.15,2,1,0,0,0,0,0.6,Travel,19,0,0
TX109463,1420.74,29,358,3,1608.41,1,0,0,0,0,0,0.3,Gaming,1,0,0
TX107965,692.07,22,1028,2,674.06,0,2,0,0,0,0,0.2,Services,7,0,0
TX101271,2016.54,42,1276,2,630.59,0,1,0,0,0,0,0.2,Services,5,0,0
TX108340,1196.78,38,610,5,406.71,1,0,0,0,0,0,0.5,Food,16,0,0
TX107402,982.53,60,994,6,692.02,2,0,1,0,0,0,0.6,Grocery,22,0,0
TX100118,3438.61,29,731,2,1170.32,0,0,0,0,0,0,0.2,Travel,7,0,0
TX105241,472.28,34,657,4,1057.2,2,0,0,0,2,0,0.4,Grocery,20,0,0
TX119408,2119.69,39,648,5,1239.54,0,2,0,0,0,0,0.5,Grocery,10,1,0
TX100876,653.53,61,1913,2,670.04,1,0,0,0,0,0,0.2,Gaming,17,0,0
TX110986,5797.91,32,1293,3,173.23,0,0,0,0,1,0,0.3,Food,16,1,1
TX111232,1329.58,44,241,3,1612.28,0,0,0,0,0,0,0.3,Food,22,1,0
TX100694,1984.46,54,1603,3,502.67,0,3,0,1,1,0,0.3,Food,18,0,0
TX102367,198.87,28,249,5,372.31,1,0,0,0,0,1,0.5,Fashion,23,1,0
TX110138,3034.97,27,1796,4,251.77,0,0,0,0,0,0,0.4,Grocery,20,0,0
TX107729,1295.29,62,1314,3,1415.89,0,1,0,0,0,0,0.3,Grocery,3,0,0
TX116989,298.65,19,511,9,2258.53,1,0,0,1,0,0,0.9,Services,11,1,0
TX108814,1499.47,28,1623,2,393.95,0,0,0,1,1,0,0.2,Grocery,12,1,0
TX100469,616.58,53,1817,6,730.81,0,1,0,0,0,0,0.6,Food,5,1,0
TX108142,258.14,21,915,3,724.69,1,0,0,0,0,0,0.3,Services,16,0,0
TX110502,2386.86,59,656,5,949.02,1,1,0,0,0,0,0.5,Travel,12,0,0
TX111946,1953.27,23,1571,2,1202.77,0,0,0,0,1,0,0.2,Electronics,10,0,0
TX106498,1026.13,40,641,3,417.41,0,0,0,0,0,0,0.3,Travel,15,1,0
TX116768,591.09,19,1228,3,1580.72,1,0,0,1,1,0,0.3,Electronics,2,1,0
TX117168,8929.6,20,1640,3,825.5,1,0,0,0,0,0,0.3,Fashion,9,1,0
TX106653,1537.27,41,1134,5,1419.23,0,1,0,0,0,0,0.5,Fashion,17,0,0
TX101495,8152.61,37,1170,4,457.82,1,0,0,0,0,0,0.4,Gaming,1,1,1
TX110427,663.82,22,1390,4,1151.29,1,1,0,0,0,0,0.4,Grocery,11,1,0
TX116963,687.56,30,334,3,180.61,0,0,0,1,0,0,0.3,Food,23,0,0
TX108212,499.18,54,179,5,250.86,1,0,0,0,1,0,0.5,Fashion,11,0,0
TX112381,11783.63,61,318,6,172.85,0,0,0,0,0,0,0.6,Travel,4,0,1
TX113354,2337.77,27,929,4,2498.72,1,0,0,0,0,0,0.4,Services,13,0,0
TX109234,3558.17,29,1061,5,619.79,2,1,1,0,0,0,0.5,Gaming,6,0,1
TX119758,3992.98,50,469,2,1246.18,1,0,0,0,0,0,0.2,Services,12,1,0
TX102151,5776.02,58,750,9,291.98,0,0,0,0,0,0,0.9,Gaming,7,1,0
TX116300,924.11,51,534,5,1089.61,1,0,0,0,0,0,0.5,Food,0,0,0
TX116410,4246.68,54,576,2,309.68,0,1,0,1,0,0,0.2,Electronics,20,0,0
TX103113,327.18,29,767,7,513.82,0,0,0,0,1,0,0.7,Travel,0,0,0
TX113943,649.95,44,466,4,222.2,0,0,0,1,0,0,0.4,Electronics,9,0,0
TX113439,711.66,21,331,5,370.71,0,1,0,0,1,0,0.5,Fashion,13,0,0
TX119260,351.06,47,1727,3,454.94,1,0,0,1,0,0,0.3,Grocery,1,0,0
TX105482,1191.27,38,1050,4,643.5,0,0,0,0,0,0,0.4,Travel,21,0,0
TX114038,2553.98,23,140,2,1935.25,1,1,0,0,0,0,0.2,Travel,17,0,0
TX107597,382.78,21,1601,3,1873.02,1,1,0,0,0,0,0.3,Services,12,0,0
TX112796,418.77,25,130,4,225.49,0,1,0,0,0,0,0.4,Fashion,12,0,0
TX107517,856.33,34,848,3,411.02,0,0,1,1,0,0,0.3,Grocery,9,0,0
TX113203,1220.08,47,154,4,854.5,1,1,0,1,0,0,0.4,Grocery,14,0,0
TX110580,369.21,22,1225,1,592.01,0,1,0,0,0,0,0.1,Food,4,0,0
TX119672,1215.87,43,293,4,578.25,0,0,0,0,0,0,0.4,Grocery,12,0,0
TX116478,3349.05,57,776,5,769.03,1,0,0,0,1,0,0.5,Food,16,0,0
TX103172,293.79,63,888,3,1227.56,0,0,0,0,0,0,0.3,Electronics,9,0,0
TX108704,6274.89,45,530,2,480.39,0,0,0,0,2,0,0.2,Travel,14,0,0
TX102564,447.94,36,66,7,2219.42,0,0,0,0,0,0,0.7,Travel,17,0,0
TX118502,230.39,47,776,3,180.02,0,0,1,0,0,0,0.3,Electronics,9,0,0
TX102683,2279.86,31,1431,6,859.1,0,1,0,0,0,0,0.6,Gaming,3,0,0
TX100311,3290.44,59,1217,5,336.07,0,0,0,0,0,0,0.5,Food,3,1,0
TX105582,5673.39,52,880,7,2891.51,1,0,1,1,0,0,0.7,Travel,12,1,0
TX102162,1804.83,48,1996,3,1931.29,0,0,0,0,0,0,0.3,Fashion,13,1,0
TX106898,1052.27,26,1387,4,1283.07,1,1,0,0,1,1,0.4,Grocery,3,0,0
TX109128,1940.08,31,622,5,1421.61,1,1,0,1,2,0,0.5,Electronics,23,0,0
TX116606,387.22,58,1843,6,1739.71,0,3,0,0,0,0,0.6,Services,14,0,0
TX113898,1118.82,44,318,2,840.1,0,0,0,0,0,0,0.2,Food,9,0,0
TX113743,316.58,25,1798,3,491.18,0,0,0,0,0,0,0.3,Travel,0,0,0
TX106482,452.13,27,768,4,492.24,1,0,0,0,1,0,0.4,Grocery,4,1,0
TX119987,555.17,23,1458,4,654.23,0,0,0,0,0,0,0.4,Food,15,0,0
TX107038,111.52,34,1674,2,679.16,0,0,0,1,0,0,0.2,Gaming,14,0,0
TX114425,8127.0,48,1885,2,320.08,0,0,0,1,0,0,0.2,Grocery,10,0,1
TX103121,594.57,45,508,2,474.56,0,1,0,0,1,0,0.2,Services,5,0,0
TX109573,70.44,27,1224,4,2089.4,1,0,0,0,1,0,0.4,Food,15,0,0
TX109411,442.6,59,1631,9,306.51,3,0,0,0,0,0,0.9,Food,9,0,0
TX102453,536.06,32,188,7,300.05,0,0,0,0,1,0,0.7,Gaming,19,1,0
TX115477,2654.42,37,1192,6,856.82,1,0,0,0,0,0,0.6,Grocery,22,1,0
TX114451,1274.1,40,1051,3,3859.19,1,0,0,0,1,0,0.3,Fashion,23,1,0
TX110757,970.99,25,612,5,1218.17,0,0,0,0,0,0,0.5,Grocery,20,1,0
TX114582,1404.35,42,1985,5,303.22,0,0,0,0,0,0,0.5,Food,10,0,0
TX110034,151.89,46,419,3,547.7,0,0,0,0,0,1,0.3,Gaming,2,1,0
TX102005,1357.36,59,1790,2,521.09,0,1,0,0,0,0,0.2,Electronics,5,1,0
TX106112,1773.28,24,908,2,1404.75,0,0,0,0,2,0,0.2,Services,15,0,0
TX117334,316.28,48,1361,5,1600.27,0,0,0,0,0,0,0.5,Services,21,0,0
TX115777,964.34,24,1501,2,351.8,0,0,0,2,0,0,0.2,Electronics,9,1,0
TX101435,1454.74,33,1213,8,2174.13,4,1,0,0,0,0,0.8,Fashion,19,0,0
TX105195,714.33,64,1254,4,532.27,1,0,0,0,1,0,0.4,Grocery,17,0,0
TX115013,3454.8,55,292,3,479.88,0,0,0,1,0,0,0.3,Electronics,18,0,0
TX104030,2597.29,34,1700,5,215.08,1,1,0,0,0,0,0.5,Electronics,18,1,0
TX105272,330.39,55,1527,5,3027.62,1,0,0,0,0,1,0.5,Services,15,0,0
TX118699,383.31,28,383,6,1324.63,0,0,0,0,0,0,0.6,Food,22,0,0
TX114047,1047.16,25,1601,5,107.94,0,0,0,1,2,0,0.5,Fashion,20,1,0
TX111709,993.66,38,1731,3,1873.01,0,0,0,0,0,0,0.3,Fashion,5,0,0
TX115833,337.5,60,1886,2,280.01,0,0,0,0,1,1,0.2,Fashion,16,1,0
TX108912,877.41,28,1204,3,1254.68,1,1,0,0,0,0,0.3,Food,11,0,0
TX113084,967.5,60,735,8,564.94,2,0,0,0,0,0,0.8,Grocery,20,1,0
TX107968,731.58,59,1761,2,1386.97,0,0,0,1,0,0,0.2,Food,18,1,0
TX112807,795.46,51,663,6,1309.63,0,0,1,0,0,0,0.6,Grocery,21,0,0
TX107723,1110.45,27,1184,2,601.14,0,0,0,0,0,0,0.2,Grocery,20,1,0
TX112462,417.52,60,611,3,1806.8,0,1,0,0,0,0,0.3,Electronics,11,0,0
TX113018,779.53,37,145,6,2287.56,2,0,0,0,0,0,0.6,Gaming,16,0,0
TX108185,291.12,51,1736,1,268.93,1,0,0,1,0,1,0.1,Travel,15,0,0
TX110902,241.19,48,1711,2,549.98,1,0,0,0,0,0,0.2,Food,9,0,0
TX109909,4509.89,48,854,5,497.27,0,0,0,0,0,0,0.5,Travel,8,0,0
TX100460,7822.23,35,829,3,945.72,0,1,0,0,0,0,0.3,Fashion,2,0,0
TX114248,1785.25,35,1548,3,814.42,2,0,0,0,0,0,0.3,Fashion,8,0,0
TX108285,2819.7,26,1620,2,471.25,0,0,0,0,0,0,0.2,Electronics,22,0,0
TX110795,830.38,25,272,3,686.8,0,1,0,0,1,1,0.3,Travel,9,0,0
TX111106,1848.3,40,95,3,624.76,0,0,0,0,0,0,0.3,Food,7,1,0
TX102223,914.86,59,1410,9,2107.19,1,1,0,0,0,0,0.9,Fashion,7,1,0
TX116767,623.36,55,1694,3,1035.44,1,0,0,1,0,0,0.3,Grocery,4,0,0
TX108197,8754.68,24,151,3,2153.24,0,0,0,0,0,0,0.3,Fashion,4,0,0
TX111431,1552.58,57,79,1,1384.21,0,0,0,0,0,0,0.1,Services,18,0,0
TX115514,1569.06,45,1266,4,1362.67,0,1,0,0,0,0,0.4,Electronics,8,0,0
TX119627,1018.48,60,1138,6,926.62,0,3,0,1,0,0,0.6,Travel,23,0,0
TX105380,610.08,29,473,6,554.76,1,0,0,0,0,0,0.6,Services,7,1,0
TX109158,4437.49,21,1285,5,1088.95,1,1,0,0,0,0,0.5,Services,11,0,0
TX105386,4234.48,29,1631,3,1165.37,1,0,0,0,0,0,0.3,Travel,15,0,0
TX110031,2823.22,58,1851,2,1387.65,0,1,0,0,0,1,0.2,Services,20,0,0
TX101994,1558.45,30,1592,3,656.09,0,0,0,3,0,1,0.3,Grocery,9,0,0
TX105919,365.39,31,1112,3,770.23,0,0,0,1,0,0,0.3,Food,20,0,0
TX102334,2671.47,26,1495,5,970.74,1,0,0,0,0,1,0.5,Electronics,4,0,0
TX109225,1314.05,55,452,3,1455.43,0,0,0,1,0,0,0.3,Electronics,20,1,0
TX108479,284.94,42,545,3,2188.0,0,1,0,0,0,0,0.3,Electronics,3,0,0
TX106123,1353.39,21,887,3,2631.73,1,0,0,0,1,0,0.3,Travel,12,0,0
TX100351,4795.13,33,1863,2,1143.59,0,0,0,1,1,0,0.2,Fashion,4,0,0
TX102057,2629.08,51,208,4,312.7,0,0,0,2,0,0,0.4,Food,17,1,0
TX108144,3243.8,19,487,2,785.11,0,1,0,0,1,1,0.2,Services,20,0,0
TX105850,1398.47,20,617,3,262.37,0,0,0,0,0,0,0.3,Services,2,1,0
TX103734,2424.0,18,800,5,1804.37,1,1,0,0,0,0,0.5,Grocery,12,1,0
TX112471,385.05,44,679,6,623.26,1,0,0,0,1,0,0.6,Fashion,4,1,0
TX108497,3673.9,39,1743,1,805.83,0,0,0,0,0,0,0.1,Grocery,23,0,0
TX113342,626.19,24,1789,3,986.26,0,0,0,0,0,1,0.3,Fashion,13,0,0
TX112163,1160.39,62,472,2,1743.83,0,0,0,0,0,0,0.2,Food,17,0,0
TX116787,3705.41,30,1336,5,321.65,0,0,0,1,0,0,0.5,Food,20,0,0
TX104061,1449.93,36,1120,1,336.33,0,0,0,0,0,0,0.1,Fashion,2,0,0
TX105527,1111.03,18,16,4,266.67,1,1,0,0,0,0,0.4,Travel,0,0,0
TX101975,743.58,34,835,3,649.11,0,0,0,0,1,0,0.3,Electronics,23,0,0
TX118963,204.46,40,1513,5,210.07,2,0,1,0,0,0,0.5,Electronics,16,1,0
TX109338,1133.17,31,41,4,694.04,1,0,0,0,0,0,0.4,Services,4,1,0
TX118350,861.5,19,565,4,698.06,1,0,0,0,0,0,0.4,Services,4,0,0
TX112688,3541.39,54,1487,2,3851.4,0,0,0,0,1,0,0.2,Gaming,13,0,0
TX107364,3096.45,39,938,3,1369.88,0,0,0,0,0,0,0.3,Electronics,21,0,0
TX108513,1771.58,21,765,4,875.85,0,0,0,0,1,0,0.4,Food,13,0,0
TX114386,469.48,39,523,5,1424.2,0,0,0,0,0,0,0.5,Grocery,2,0,0
TX103091,2344.23,38,1418,3,1648.63,0,0,0,0,0,0,0.3,Services,20,1,0
TX119548,207.54,19,15,7,997.48,1,2,0,0,0,0,0.7,Food,3,0,0
TX109833,769.81,45,1166,4,462.35,0,0,0,0,0,0,0.4,Food,5,0,0
TX104026,502.12,30,1558,4,921.57,1,0,0,0,0,0,0.4,Fashion,17,0,0
TX118586,9208.83,28,1509,6,2466.02,0,0,0,1,1,0,0.6,Grocery,6,0,0
TX108504,277.99,44,492,2,1492.12,0,2,0,1,0,0,0.2,Travel,15,1,0
TX105870,580.83,56,1596,4,1151.09,0,0,0,0,0,0,0.4,Grocery,12,0,0
TX102370,938.33,32,1374,4,1232.61,0,0,0,0,0,1,0.4,Electronics,4,1,0
TX115831,4592.04,51,635,1,1343.09,0,0,0,0,1,0,0.1,Services,11,0,0
TX104625,3871.97,52,964,2,1239.9,0,1,0,0,0,0,0.2,Fashion,23,0,0
TX117175,5735.98,45,1364,3,814.73,2,0,0,1,0,0,0.3,Food,12,0,0
TX105326,653.43,49,910,3,411.84,0,2,0,0,1,0,0.3,Services,18,1,0
TX114530,797.58,56,1450,5,953.35,0,0,0,0,0,0,0.5,Food,0,0,0
TX115356,481.13,43,1400,5,1277.35,0,0,0,2,2,0,0.5,Services,22,0,0
TX107193,2954.81,53,472,5,275.15,1,1,0,1,0,1,0.5,Travel,21,0,1
TX119751,881.34,32,628,2,428.2,0,0,0,1,0,0,0.2,Electronics,18,1,0
TX102916,920.06,18,152,5,1095.7,0,0,0,0,0,0,0.5,Services,12,0,0
TX112230,1494.51,34,1874,5,2042.88,0,0,0,0,0,0,0.5,Services,10,0,0
TX100787,1735.72,32,533,6,531.39,1,1,0,1,0,0,0.6,Fashion,23,0,0
TX106879,215.44,36,177,3,1079.38,0,0,2,0,1,0,0.3,Electronics,2,0,0
TX116198,630.15,46,1899,4,782.96,0,1,0,0,0,0,0.4,Grocery,17,0,0
TX117728,1142.97,63,70,1,458.1,0,0,0,0,0,0,0.1,Grocery,8,0,0
TX105152,1841.07,52,1106,2,1449.32,0,0,0,0,2,0,0.2,Travel,6,0,0
TX116667,1061.9,26,226,6,850.92,0,0,0,1,0,1,0.6,Fashion,0,0,0
TX107177,417.89,42,855,5,405.55,1,1,0,0,0,0,0.5,Food,11,0,0
TX114733,3950.1,60,423,1,372.99,0,1,0,0,0,0,0.1,Electronics,0,0,0
TX114073,1435.98,39,304,1,1291.44,0,0,0,0,3,0,0.1,Electronics,14,0,0
TX115896,10307.35,29,1855,3,425.4,0,0,0,0,0,0,0.3,Gaming,15,0,0
TX111642,4961.8,18,476,6,765.04,0,1,0,2,0,0,0.6,Grocery,11,0,0
TX106419,872.11,53,1090,4,561.17,1,0,1,1,0,0,0.4,Gaming,19,1,0
TX116033,3849.42,37,534,4,436.48,0,0,0,1,2,0,0.4,Food,19,0,0
TX104031,266.07,54,834,4,547.71,0,0,0,0,1,0,0.4,Fashion,13,0,0
TX109783,1515.12,20,456,7,1217.17,0,0,0,0,0,0,0.7,Fashion,3,0,0
TX108316,908.93,56,1852,4,694.18,1,0,0,1,0,0,0.4,Fashion,4,0,0
TX104386,552.1,22,1381,6,613.39,0,0,0,0,0,0,0.6,Food,17,0,0
TX102695,4588.77,20,400,4,4883.36,1,1,1,0,0,1,0.4,Grocery,3,0,1
TX118098,601.58,55,1453,5,584.16,2,0,1,0,0,0,0.5,Travel,2,0,0
TX119081,686.44,62,385,3,256.03,0,0,0,0,0,0,0.3,Services,3,0,0
TX115409,3034.48,54,610,7,273.22,3,0,0,1,1,0,0.7,Electronics,9,0,1
TX111102,417.45,51,917,3,2114.01,0,0,0,0,0,0,0.3,Gaming,23,1,0
TX100859,2065.1,54,181,5,807.55,1,0,0,0,0,0,0.5,Services,4,1,0
TX106300,878.66,32,1812,3,1276.07,1,1,1,0,0,0,0.3,Grocery,11,1,0
TX117874,87.53,19,760,2,695.3,1,0,0,1,0,0,0.2,Electronics,12,0,0
TX102247,289.94,55,672,3,2004.81,1,0,0,0,0,0,0.3,Electronics,2,0,0
TX114706,1854.08,53,8,6,808.9,0,0,0,0,1,0,0.6,Electronics,22,0,0
TX119990,3762.6,33,719,5,3203.31,1,1,0,0,0,0,0.5,Electronics,14,0,0
TX111134,1313.35,44,1661,1,622.16,0,0,0,0,1,0,0.1,Grocery,18,0,0
TX109152,2967.32,46,283,4,792.88,1,1,0,0,0,0,0.4,Travel,20,0,0
TX104686,494.66,28,799,3,1280.33,0,0,0,1,2,0,0.3,Services,17,0,0
TX112856,2249.38,64,295,4,1166.16,1,1,0,0,0,0,0.4,Grocery,18,1,0
TX107469,2041.31,36,405,5,503.93,2,1,0,0,1,1,0.5,Grocery,10,0,1
